age,samp_no,chain_no,ar,N
0,20001,1,0.1748768472906404,406
0,20001,2,0.18472906403940886,406
0,20001,3,0.20689655172413793,406
0,20001,4,0.20689655172413793,406
0,20001,5,0.21182266009852216,406
0,20251,1,0.17733990147783252,406
0,20251,2,0.17980295566502463,406
0,20251,3,0.18472906403940886,406
0,20251,4,0.19704433497536947,406
0,20251,5,0.21182266009852216,406
0,20501,1,0.17733990147783252,406
0,20501,2,0.17980295566502463,406
0,20501,3,0.19950738916256158,406
0,20501,4,0.20935960591133004,406
0,20501,5,0.2019704433497537,406
0,20751,1,0.17980295566502463,406
0,20751,2,0.17733990147783252,406
0,20751,3,0.1921182266009852,406
0,20751,4,0.18719211822660098,406
0,20751,5,0.21182266009852216,406
0,21001,1,0.16995073891625614,406
0,21001,2,0.18719211822660098,406
0,21001,3,0.1896551724137931,406
0,21001,4,0.1724137931034483,406
0,21001,5,0.22660098522167488,406
0,21251,1,0.1748768472906404,406
0,21251,2,0.18472906403940886,406
0,21251,3,0.19950738916256158,406
0,21251,4,0.21428571428571427,406
0,21251,5,0.2019704433497537,406
0,21501,1,0.1748768472906404,406
0,21501,2,0.1724137931034483,406
0,21501,3,0.1748768472906404,406
0,21501,4,0.17980295566502463,406
0,21501,5,0.21921182266009853,406
0,21751,1,0.16009852216748768,406
0,21751,2,0.17733990147783252,406
0,21751,3,0.17980295566502463,406
0,21751,4,0.17980295566502463,406
0,21751,5,0.2019704433497537,406
0,22001,1,0.1896551724137931,406
0,22001,2,0.18226600985221675,406
0,22001,3,0.17733990147783252,406
0,22001,4,0.1896551724137931,406
0,22001,5,0.22413793103448276,406
0,22251,1,0.1748768472906404,406
0,22251,2,0.22660098522167488,406
0,22251,3,0.1896551724137931,406
0,22251,4,0.18226600985221675,406
0,22251,5,0.21182266009852216,406
0,22501,1,0.2019704433497537,406
0,22501,2,0.18719211822660098,406
0,22501,3,0.17733990147783252,406
0,22501,4,0.2019704433497537,406
0,22501,5,0.22660098522167488,406
0,22751,1,0.18719211822660098,406
0,22751,2,0.1724137931034483,406
0,22751,3,0.17733990147783252,406
0,22751,4,0.18472906403940886,406
0,22751,5,0.21428571428571427,406
0,23001,1,0.17980295566502463,406
0,23001,2,0.18472906403940886,406
0,23001,3,0.1921182266009852,406
0,23001,4,0.19950738916256158,406
0,23001,5,0.21428571428571427,406
0,23251,1,0.1896551724137931,406
0,23251,2,0.17980295566502463,406
0,23251,3,0.19458128078817735,406
0,23251,4,0.17733990147783252,406
0,23251,5,0.2019704433497537,406
0,23501,1,0.18719211822660098,406
0,23501,2,0.20935960591133004,406
0,23501,3,0.1921182266009852,406
0,23501,4,0.22167487684729065,406
0,23501,5,0.2438423645320197,406
0,23751,1,0.2019704433497537,406
0,23751,2,0.2019704433497537,406
0,23751,3,0.1896551724137931,406
0,23751,4,0.19950738916256158,406
0,23751,5,0.23891625615763548,406
0,24001,1,0.20689655172413793,406
0,24001,2,0.19704433497536947,406
0,24001,3,0.19950738916256158,406
0,24001,4,0.2019704433497537,406
0,24001,5,0.24876847290640394,406
0,24251,1,0.1921182266009852,406
0,24251,2,0.17733990147783252,406
0,24251,3,0.17980295566502463,406
0,24251,4,0.1896551724137931,406
0,24251,5,0.21182266009852216,406
0,24501,1,0.1921182266009852,406
