names,median,mean,lower95_CrI,upper95_CrI,ess,Rhat point estimate,Rhat upper CI
boost_long,1.81985352071504,1.8158632110502353,1.5241488743822869,2.101730211266809,779.6074645548633,1.0079167712587915,1.0266170383868898
boost_short,3.97459879368919,3.977089274978826,3.603953547019943,4.379519682412326,677.5450213495824,1.0068057162793156,1.0226385478777007
antigenic_seniority,0.0506463524401587,0.051000627020615016,0.005663695306234869,0.1019763046466758,939.5576736232115,1.0021661709634744,1.0140077859804382
wane_short,0.578130975510705,0.5817565238508572,0.500000886722421,0.6867725390267078,761.8553951073338,1.0072449515214628,1.0237154742200858
cr_long,0.426774669850752,0.4323610984607339,0.2946827099948306,0.5916101497665466,761.249362689216,1.0074223839860585,1.0268735480407343
cr_short,0.00574306900463288,0.007367184237114207,2.2149373500479622e-4,0.023547822011544556,1004.9999999999999,1.001096465228878,1.0111196246742615
obs_sd,1.12102314690089,1.1219804844625352,1.074163984101532,1.170849253120734,1005,1.006110518732989,1.021616189526965
boost_short.1,1.70479005026228,1.7064356913753336,1.574516829996075,1.834767399167119,874.9663532471095,0.9983713822762661,1.003768785220604
antigenic_seniority.1,0.410224421971465,0.41000742141691227,0.3458071710867873,0.4722581061141422,951.7733544284935,1.0044779322290682,1.0169895016164263
wane_short.1,0.0846407552624564,0.08482121736582272,0.05070715757502134,0.11797880554007546,895.7339837138744,1.0083436920180069,1.0285733670694042
cr_short.1,0.00911739209864879,0.010319171388560587,4.125630463068648e-4,0.030222088732179596,899.6158068536622,0.9985756208229151,1.0034191706661844
obs_sd.1,0.882108251720178,0.8826031471529574,0.8488979146167598,0.9153096115176658,1004.9999999999995,1.001425749652503,1.010611209787198
total_infections,691,691.6268656716418,659,730,886.7477999015964,1.007961277024512,1.0304539743917147
