sample_time,biomarker_id,mean_titre1,lower,upper,strain
2001,2002,0,0,0,FH-2002
2001,2006,0,0,0,DH-2006
2001,2009,0,0,0,NO-2009
2001,2012,0,0,0,SY-2012
2002,2002,0.04847098475358063,0,0.08453516799764728,FH-2002
2002,2006,0.02388281213862945,0,0.04298255367006628,DH-2006
2002,2009,0.032635827811608044,0,0.05845241123796138,NO-2009
2002,2012,0.023330875787004747,0,0.04200180747028042,SY-2012
2003,2002,0.06633612033409254,0.013228305354953113,0.1597739691841434,FH-2002
2003,2006,0.02463975131064607,0.004985488813090411,0.06334715443832387,DH-2006
2003,2009,0.04054777952938604,0.007926229338504988,0.10238164242713496,NO-2009
2003,2012,0.026097563024325383,0.004814900911368185,0.0706727140428905,SY-2012
2004,2002,0.26855300914707403,0.1497733688323275,0.3839491798663386,FH-2002
2004,2006,0.14752136421501177,0.07257599134639506,0.2252622184229704,DH-2006
2004,2009,0.20457438090365898,0.1069958005689378,0.2997246228379816,NO-2009
2004,2012,0.15205477699139058,0.07488294262619688,0.23284678809958337,SY-2012
2005,2002,0.5236366654361352,0.4223028023013909,0.6127451919597617,FH-2002
2005,2006,0.3632247273315951,0.2800110866400832,0.4406230825096111,DH-2006
2005,2009,0.44393948907948555,0.3594792231046987,0.5264277785374656,NO-2009
2005,2012,0.34229621334170335,0.2693588636477256,0.415882398577566,SY-2012
2006,2002,0.651584037322366,0.5248512850570124,0.7844730271866154,FH-2002
2006,2006,0.407837157608167,0.3279887942420241,0.49467862255267786,DH-2006
2006,2009,0.4844747628018854,0.4047090435339684,0.5717803595465367,NO-2009
2006,2012,0.3823102277172829,0.30487884878155264,0.46959185824677746,SY-2012
2007,2002,0.5576169735272059,0.4929436156842381,0.6306649077235389,FH-2002
2007,2006,0.3705460612685349,0.2969919255156012,0.4613529496936324,DH-2006
2007,2009,0.4156675334793043,0.3339437915260664,0.4911418321853949,NO-2009
2007,2012,0.32150188982173183,0.2563575439771161,0.3960958796006204,SY-2012
2008,2002,0.9544871603938302,0.8456560363275207,1.0649106689552807,FH-2002
2008,2006,0.9781906744297947,0.8540998003579552,1.1183801797477873,DH-2006
2008,2009,0.9716774216898182,0.8528102288997252,1.1021365351798316,NO-2009
2008,2012,0.8707630683997636,0.7563842777661861,0.992881639256534,SY-2012
2009,2002,1.1977038073702797,1.1059238156153373,1.3047325252944624,FH-2002
2009,2006,1.3052735229533132,1.1907029230205806,1.4336821357133163,DH-2006
2009,2009,1.3808927942209843,1.257689534243383,1.51417717489058,NO-2009
2009,2012,1.2398180155428156,1.125108326994492,1.3702934984453485,SY-2012
2010,2002,1.592233588702403,1.4826322160922314,1.7110274582691178,FH-2002
2010,2006,1.6990491477466192,1.5888261027291941,1.816188752855763,DH-2006
2010,2009,2.042893703523946,1.892864204477742,2.1872399886929133,NO-2009
2010,2012,1.7606191127490214,1.6292155819204766,1.8752474153392595,SY-2012
2011,2002,1.599608109674229,1.4850794720650329,1.6929112970861573,FH-2002
2011,2006,1.7341330847039054,1.619982688756073,1.8297660427420464,DH-2006
2011,2009,2.145929090643394,2.0091058387789342,2.2523824226847107,NO-2009
2011,2012,1.848748336832976,1.7191056585495559,1.9403312706233107,SY-2012
2012,2002,1.5929241477690113,1.4994174741965318,1.6842337287524605,FH-2002
2012,2006,1.7458118427112987,1.651750319703886,1.845251051145415,DH-2006
2012,2009,2.1734946181684833,2.0800955818222224,2.2671569883326237,NO-2009
2012,2012,1.8830389713436655,1.80110785671905,1.958381845876836,SY-2012
2001,2001,0,0,0,"Matched to 
circulating virus"
2002,2002,0.04847098475358063,0,0.08453516799764728,"Matched to 
circulating virus"
2003,2003,0.06344099837758942,0.012155783993781458,0.14516763189585769,"Matched to 
circulating virus"
2004,2004,0.25726425129882835,0.14032380662839553,0.37155359517864645,"Matched to 
circulating virus"
2005,2005,0.27541997282968106,0.21122897420838085,0.34131002501727187,"Matched to 
circulating virus"
2006,2006,0.407837157608167,0.3279887942420241,0.49467862255267786,"Matched to 
circulating virus"
2007,2007,0.48724936061032725,0.40580404049429075,0.5724057630909605,"Matched to 
circulating virus"
2008,2008,1.0924671398623125,0.9579175402913518,1.2454979164047906,"Matched to 
circulating virus"
2009,2009,1.3808927942209843,1.257689534243383,1.51417717489058,"Matched to 
circulating virus"
2010,2010,1.9805708130735609,1.8355222698660585,2.1136925130626594,"Matched to 
circulating virus"
2011,2011,1.9883093579820748,1.8584988265471147,2.089731785653518,"Matched to 
circulating virus"
2012,2012,1.8830389713436655,1.80110785671905,1.958381845876836,"Matched to 
circulating virus"
