age,samp_no,chain_no,ar,N
0,20001,1,0.1798780487804878,656
0,20001,2,0.17378048780487804,656
0,20001,3,0.14786585365853658,656
0,20001,4,0.17682926829268292,656
0,20001,5,0.1448170731707317,656
0,25001,1,0.17378048780487804,656
0,25001,2,0.1676829268292683,656
0,25001,3,0.18445121951219512,656
0,25001,4,0.16463414634146342,656
0,25001,5,0.1676829268292683,656
0,30001,1,0.1676829268292683,656
0,30001,2,0.15701219512195122,656
0,30001,3,0.16920731707317074,656
0,30001,4,0.16463414634146342,656
0,30001,5,0.18445121951219512,656
0,35001,1,0.13109756097560976,656
0,35001,2,0.14939024390243902,656
0,35001,3,0.16463414634146342,656
0,35001,4,0.1676829268292683,656
0,35001,5,0.16615853658536586,656
0,40001,1,0.19359756097560976,656
0,40001,2,0.17530487804878048,656
0,40001,3,0.15853658536585366,656
0,40001,4,0.1600609756097561,656
0,40001,5,0.18140243902439024,656
0,45001,1,0.18597560975609756,656
0,45001,2,0.14634146341463414,656
0,45001,3,0.1875,656
0,45001,4,0.15548780487804878,656
0,45001,5,0.16463414634146342,656
0,50001,1,0.1798780487804878,656
0,50001,2,0.17530487804878048,656
0,50001,3,0.15853658536585366,656
0,50001,4,0.17682926829268292,656
0,50001,5,0.1722560975609756,656
0,55001,1,0.16158536585365854,656
0,55001,2,0.16920731707317074,656
0,55001,3,0.17073170731707318,656
0,55001,4,0.15853658536585366,656
0,55001,5,0.1600609756097561,656
0,60001,1,0.1676829268292683,656
0,60001,2,0.17378048780487804,656
0,60001,3,0.17530487804878048,656
0,60001,4,0.16615853658536586,656
0,60001,5,0.17682926829268292,656
0,65001,1,0.15701219512195122,656
0,65001,2,0.16310975609756098,656
0,65001,3,0.15853658536585366,656
0,65001,4,0.16920731707317074,656
0,65001,5,0.18292682926829268,656
0,70001,1,0.1722560975609756,656
0,70001,2,0.1676829268292683,656
0,70001,3,0.16158536585365854,656
0,70001,4,0.15701219512195122,656
0,70001,5,0.15701219512195122,656
0,75001,1,0.18292682926829268,656
0,75001,2,0.16158536585365854,656
0,75001,3,0.18140243902439024,656
0,75001,4,0.16463414634146342,656
0,75001,5,0.16310975609756098,656
0,80001,1,0.1676829268292683,656
0,80001,2,0.1676829268292683,656
0,80001,3,0.16310975609756098,656
0,80001,4,0.1951219512195122,656
0,80001,5,0.17378048780487804,656
0,85001,1,0.15853658536585366,656
0,85001,2,0.16158536585365854,656
0,85001,3,0.18902439024390244,656
0,85001,4,0.17073170731707318,656
0,85001,5,0.14176829268292682,656
0,90001,1,0.15091463414634146,656
0,90001,2,0.1798780487804878,656
0,90001,3,0.15091463414634146,656
0,90001,4,0.18140243902439024,656
0,90001,5,0.16310975609756098,656
0,95001,1,0.1676829268292683,656
0,95001,2,0.16615853658536586,656
0,95001,3,0.15853658536585366,656
0,95001,4,0.17682926829268292,656
0,95001,5,0.18597560975609756,656
0,100001,1,0.15701219512195122,656
0,100001,2,0.1722560975609756,656
0,100001,3,0.17682926829268292,656
0,100001,4,0.16920731707317074,656
0,100001,5,0.16310975609756098,656
0,105001,1,0.16920731707317074,656
0,105001,2,0.16615853658536586,656
0,105001,3,0.17073170731707318,656
0,105001,4,0.2027439024390244,656
0,105001,5,0.18902439024390244,656
0,110001,1,0.15396341463414634,656
0,110001,2,0.15548780487804878,656
0,110001,3,0.1448170731707317,656
0,110001,4,0.15548780487804878,656
0,110001,5,0.14634146341463414,656
0,115001,1,0.16920731707317074,656
0,115001,2,0.16920731707317074,656
0,115001,3,0.17073170731707318,656
0,115001,4,0.17835365853658536,656
0,115001,5,0.17835365853658536,656
0,120001,1,0.14634146341463414,656
0,120001,2,0.1676829268292683,656
0,120001,3,0.1676829268292683,656
0,120001,4,0.16920731707317074,656
0,120001,5,0.16920731707317074,656
0,125001,1,0.15091463414634146,656
0,125001,2,0.16158536585365854,656
0,125001,3,0.16158536585365854,656
0,125001,4,0.16463414634146342,656
0,125001,5,0.1600609756097561,656
0,130001,1,0.1722560975609756,656
0,130001,2,0.13871951219512196,656
0,130001,3,0.17073170731707318,656
0,130001,4,0.1676829268292683,656
0,130001,5,0.16920731707317074,656
0,135001,1,0.16463414634146342,656
0,135001,2,0.16920731707317074,656
0,135001,3,0.15853658536585366,656
0,135001,4,0.1875,656
0,135001,5,0.1722560975609756,656
0,140001,1,0.1676829268292683,656
0,140001,2,0.1722560975609756,656
0,140001,3,0.16310975609756098,656
0,140001,4,0.17530487804878048,656
0,140001,5,0.1722560975609756,656
0,145001,1,0.17378048780487804,656
0,145001,2,0.17682926829268292,656
0,145001,3,0.17530487804878048,656
0,145001,4,0.16920731707317074,656
0,145001,5,0.15853658536585366,656
0,150001,1,0.15701219512195122,656
0,150001,2,0.18445121951219512,656
0,150001,3,0.15701219512195122,656
0,150001,4,0.1600609756097561,656
0,150001,5,0.17378048780487804,656
0,155001,1,0.19359756097560976,656
0,155001,2,0.1722560975609756,656
0,155001,3,0.17073170731707318,656
0,155001,4,0.1600609756097561,656
0,155001,5,0.18902439024390244,656
0,160001,1,0.17073170731707318,656
0,160001,2,0.1798780487804878,656
0,160001,3,0.1524390243902439,656
0,160001,4,0.1722560975609756,656
0,160001,5,0.16920731707317074,656
0,165001,1,0.18902439024390244,656
0,165001,2,0.18902439024390244,656
0,165001,3,0.16158536585365854,656
0,165001,4,0.16310975609756098,656
0,165001,5,0.14634146341463414,656
0,170001,1,0.16310975609756098,656
0,170001,2,0.15396341463414634,656
0,170001,3,0.17073170731707318,656
0,170001,4,0.16615853658536586,656
0,170001,5,0.15091463414634146,656
0,175001,1,0.16615853658536586,656
0,175001,2,0.16463414634146342,656
0,175001,3,0.16920731707317074,656
0,175001,4,0.15853658536585366,656
0,175001,5,0.18597560975609756,656
0,180001,1,0.17378048780487804,656
0,180001,2,0.16920731707317074,656
0,180001,3,0.1676829268292683,656
0,180001,4,0.16920731707317074,656
0,180001,5,0.1722560975609756,656
0,185001,1,0.18902439024390244,656
0,185001,2,0.1676829268292683,656
0,185001,3,0.18140243902439024,656
0,185001,4,0.14176829268292682,656
0,185001,5,0.19207317073170732,656
0,190001,1,0.1798780487804878,656
0,190001,2,0.13871951219512196,656
0,190001,3,0.17378048780487804,656
0,190001,4,0.19817073170731708,656
0,190001,5,0.17378048780487804,656
0,195001,1,0.15701219512195122,656
0,195001,2,0.1676829268292683,656
0,195001,3,0.16920731707317074,656
0,195001,4,0.20884146341463414,656
0,195001,5,0.16310975609756098,656
0,200001,1,0.18597560975609756,656
0,200001,2,0.17073170731707318,656
0,200001,3,0.17530487804878048,656
0,200001,4,0.1875,656
0,200001,5,0.16615853658536586,656
0,205001,1,0.18140243902439024,656
0,205001,2,0.17530487804878048,656
0,205001,3,0.17835365853658536,656
0,205001,4,0.19359756097560976,656
0,205001,5,0.16158536585365854,656
0,210001,1,0.14939024390243902,656
0,210001,2,0.16920731707317074,656
0,210001,3,0.1722560975609756,656
0,210001,4,0.16920731707317074,656
0,210001,5,0.19054878048780488,656
0,215001,1,0.1600609756097561,656
0,215001,2,0.16615853658536586,656
0,215001,3,0.16158536585365854,656
0,215001,4,0.16615853658536586,656
0,215001,5,0.13567073170731708,656
0,220001,1,0.17835365853658536,656
0,220001,2,0.17530487804878048,656
0,220001,3,0.1524390243902439,656
0,220001,4,0.18445121951219512,656
0,220001,5,0.1951219512195122,656
0,225001,1,0.16310975609756098,656
0,225001,2,0.14329268292682926,656
0,225001,3,0.18597560975609756,656
0,225001,4,0.14786585365853658,656
0,225001,5,0.1402439024390244,656
0,230001,1,0.18140243902439024,656
0,230001,2,0.15701219512195122,656
0,230001,3,0.16920731707317074,656
0,230001,4,0.14786585365853658,656
0,230001,5,0.15701219512195122,656
