samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,2.6183208656988,2.30453419926183,0,0.476995424184727,0,0.438522843041632,0,0.193473972366794,0.0633015599513251,0,12,0.959698881399205,0.001,0,0,2.56148431794456,0,0.476999264051171,0,0.470794002577931,0,0,0.020711755726497,0,8,1.75488405733273,0.001,0.5,0.5,0,-25674.2018377201,-24796.6624464054,-877.539391314745
501,2.51269403310501,4.21322769395806,0,0.400489005493399,0,0.831716820829804,0,0.174822751587055,0.0249759881722288,0,12,1.39969198758154,0.001,0,0,2.05811070438638,0,0.455602880838653,0,0.153011252294839,0,0,0.0170414994760956,0,8,0.918984979658592,0.001,0.5,0.5,0,-6374.39481872601,-4843.11423087359,-1531.28058785242
1001,2.78377483855588,4.63491841141671,0,0.399460779779554,0,0.880505242977546,0,0.179121399474622,0.0382592730615122,0,12,1.34671692215305,0.001,0,0,1.91537478258786,0,0.415570209114487,0,0.108816241969768,0,0,0.0170414994760956,0,8,0.84649110226197,0.001,0.5,0.5,0,-6322.97574249066,-4792.73541312735,-1530.24032936331
1501,2.53943917439397,4.78828471409232,0,0.354765818405731,0,0.897357995587044,0,0.182525261180768,0.0260233928456124,0,12,1.22819777763568,0.001,0,0,1.8837387262419,0,0.41931428816574,0,0.107290638800816,0,0,0.0183438858938237,0,8,0.84649110226197,0.001,0.5,0.5,0,-6275.077211386,-4695.84868177731,-1579.22852960869
2001,2.53711011887503,4.82652213175702,0,0.311613671205855,0,0.93787437902714,0,0.198347317091246,0.0338186376831208,0,12,1.21936859414649,0.001,0,0,1.85526880880257,0,0.395442038693452,0,0.107290638800816,0,0,0.0183438858938237,0,8,0.844963568437944,0.001,0.5,0.5,0,-6331.77534836793,-4701.42269258915,-1630.35265577878
2501,2.54244204989421,4.62229161334783,0,0.304915799216633,0,0.919238176284152,0,0.228666758439196,0.0197421882658581,0,12,1.21371991368384,0.001,0,0,1.67096600961145,0,0.369414591038833,0,0.0706166278085506,0,0,0.020732714032348,0,8,0.844963568437944,0.001,0.5,0.5,0,-6356.03799071359,-4661.57241484898,-1694.46557586461
3001,2.31483138066679,4.84333988417787,0,0.285029174171797,0,0.825685699991433,0,0.247983094955282,0.01765387591153,0,12,1.18454653818996,0.001,0,0,1.66134382700955,0,0.359026514644926,0,0.0733928176688432,0,0,0.0198944295558339,0,8,0.85203532092232,0.001,0.5,0.5,0,-6309.09331766619,-4622.63769766749,-1686.4556199987
3501,2.20714624987733,4.74007159320422,0,0.265644247379461,0,0.695343793053123,0,0.363218005395298,0.0106834646506077,0,12,1.11586468047067,0.001,0,0,1.63925793685708,0,0.365455961010044,0,0.105325341917425,0,0,0.00585046630046574,0,8,0.882030918765737,0.001,0.5,0.5,0,-6272.82677502469,-4580.33523686331,-1692.49153816138
4001,1.99313707085989,4.76700436967242,0,0.225900014483039,0,0.674438630991738,0,0.425582775057075,0.0131918967746635,0,12,1.13340164860533,0.001,0,0,1.67100130623081,0,0.369443992444407,0,0.093283637868259,0,0,0.0151170201570075,0,8,0.896190146956118,0.001,0.5,0.5,0,-6279.08620497489,-4648.38640221154,-1630.69980276335
4501,1.78195177877275,4.74132275569664,0,0.177381655130743,0,0.608030428504656,0,0.480788169549858,0.0175796508415322,0,12,1.19153131344273,0.001,0,0,1.67439908599174,0,0.331827254377193,0,0.113594631133786,0,0,0.00531048818407954,0,8,0.841396618605888,0.001,0.5,0.5,0,-6214.89388957525,-4615.50234709642,-1599.39154247883
5001,1.6762028151116,4.68677803756794,0,0.150478755656225,0,0.597237377638273,0,0.555987515231351,0.0127174056173111,0,12,1.19409731136231,0.001,0,0,1.64680098419458,0,0.319336819509553,0,0.103752560277518,0,0,0.0108677415425099,0,8,0.84725752064903,0.001,0.5,0.5,0,-6231.85180731589,-4613.3428969462,-1618.50891036969
5501,1.81847502154955,4.55113087730571,0,0.134978509357141,0,0.566659215151648,0,0.518016377573621,0.0232209261378551,0,12,1.13162844456228,0.001,0,0,1.63964788423521,0,0.356841973572736,0,0.0929484961301093,0,0,0.00391121395524868,0,8,0.884161848882498,0.001,0.5,0.5,0,-6236.85737032912,-4624.11711057018,-1612.74025975894
