samp_no,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,antibody_dependent_boosting,boost_long,boost_short,boost_delay,antigenic_seniority,wane_long,wane_short,wane_maternal,cr_long,cr_short,min_measurement,max_measurement,obs_sd,fp_rate,infection_model_prior_shape1,infection_model_prior_shape2,antibody_dependent_boosting,posterior_prob,likelihood,prior_prob
1,2.40400499106223,2.3743174723019,0,0.423077380168274,0,0.443847356881073,0,0.129892556885642,0.0549665361929311,0,12,1.36662363162211,0.001,0,0,2.83611979775897,0,0.459058731883815,0,0.403793809048159,0,0,0.0345545538904488,0,8,1.6204480693101,0.001,0.5,0.5,0,-22639.4729333401,-21491.5302121517,-1147.94272118843
501,2.25222864199047,4.09628740903637,0,0.173709315930386,0,0.866129129811856,0,0.118909718872332,0.092122904409553,0,12,1.22507675593159,0.001,0,0,2.22444976635407,0,0.505194245507103,0,0.126011363046794,0,0,0.0389675873343968,0,8,0.894328190833392,0.001,0.5,0.5,0,-6405.51970251539,-4819.38622144159,-1586.1334810738
1001,2.2508448644019,3.76491778807316,0,0.150918762639887,0,0.805705038198887,0,0.144062215454164,0.0656948222207193,0,12,1.22507675593159,0.001,0,0,2.13706026410417,0,0.486745767188985,0,0.10804380766887,0,0,0.0412980040279182,0,8,0.894328190833392,0.001,0.5,0.5,0,-6330.83651842373,-4709.43632805438,-1621.40019036935
1501,2.21133159006875,3.84001404892721,0,0.116779856870466,0,0.875124788686158,0,0.154247238180466,0.0545275596509997,0,12,1.17716601161532,0.001,0,0,2.02467197043164,0,0.524750992201317,0,0.0811708922692449,0,0,0.0314658864971493,0,8,0.894328190833392,0.001,0.5,0.5,0,-6270.80095953786,-4675.22303909627,-1595.57792044159
2001,2.14990182406725,3.92292358110848,0,0.102388233690698,0,0.791661549398118,0,0.171130152092099,0.0602256309280479,0,12,1.15649646323902,0.001,0,0,1.9080639230733,0,0.558318536200155,0,0.0418935742494331,0,0,0.0340131215226672,0,8,0.894328190833392,0.001,0.5,0.5,0,-6252.11461497891,-4638.53824866499,-1613.57636631392
2501,2.11202931180584,3.76958370707644,0,0.0915254750177814,0,0.700775741197456,0,0.163435832579466,0.0625577220655485,0,12,1.15649646323902,0.001,0,0,1.91583693487322,0,0.500352624686772,0,0.0530134591439146,0,0,0.034990524276533,0,8,0.887129367736666,0.001,0.5,0.5,0,-6248.85557733702,-4637.64738451085,-1611.20819282616
3001,1.99666165330139,3.88729865204546,0,0.0910250691800498,0,0.702824834720046,0,0.159393603493875,0.0530640083170109,0,12,1.13967872739766,0.001,0,0,1.90298140318826,0,0.452117178591053,0,0.0772694881039241,0,0,0.0296187578758369,0,8,0.893805119830957,0.001,0.5,0.5,0,-6282.07379952075,-4644.90938561659,-1637.16441390416
3501,1.94298030876532,4.09060114602141,0,0.116939743732156,0,0.617602728874859,0,0.209667347316197,0.0530640083170109,0,12,1.15325748700868,0.001,0,0,1.84985009996566,0,0.466522486061154,0,0.0657568286310327,0,0,0.0237927091656777,0,8,0.893805119830957,0.001,0.5,0.5,0,-6290.25670314716,-4641.10816494872,-1649.14853819844
4001,1.93280627694769,4.16960332789085,0,0.127498497517976,0,0.596576943398412,0,0.224569592151807,0.0403410830519871,0,12,1.12079986914099,0.001,0,0,1.87080655086562,0,0.467762215395719,0,0.0676112793690538,0,0,0.0240905741803403,0,8,0.915915846572801,0.001,0.5,0.5,0,-6233.22419122396,-4626.89257992762,-1606.33161129634
4501,1.85800903765285,4.05570004334401,0,0.0754784277930698,0,0.668875859471474,0,0.217232531184254,0.0312694207670394,0,12,1.17055016483396,0.001,0,0,1.83240146470252,0,0.456622433027366,0,0.051189019044027,0,0,0.0363375778611894,0,8,0.859616767399914,0.001,0.5,0.5,0,-6190.19862270285,-4634.23244491892,-1555.96617778393
5001,1.85866145653306,3.96856148140619,0,0.103097568551371,0,0.628568747022108,0,0.186718137945685,0.0506391052707456,0,12,1.12919221034014,0.001,0,0,1.83953312964461,0,0.464056684127969,0,0.0380787477163059,0,0,0.0377374103077032,0,8,0.863883790510572,0.001,0.5,0.5,0,-6206.02000367059,-4593.01241482204,-1613.00758884855
5501,1.914507187928,3.90304058161957,0,0.0714001116451106,0,0.677565211388373,0,0.208151355784756,0.0469032727922889,0,12,1.1088158556366,0.001,0,0,1.70613702969276,0,0.448212889557504,0,0.0221104457341259,0,0,0.0338072024179207,0,8,0.885176785597829,0.001,0.5,0.5,0,-6238.51961679248,-4597.54454192153,-1640.97507487095
6001,1.85398014807595,3.73081583913603,0,0.0622794287503001,0,0.673809083304964,0,0.226251165920342,0.0399791746350965,0,12,1.13880145730126,0.001,0,0,1.73334426736836,0,0.433426093643857,0,0.0532375021632158,0,0,0.0322418325846131,0,8,0.912051545024182,0.001,0.5,0.5,0,-6279.5952505253,-4602.5275710442,-1677.0676794811
6501,1.9581804853134,3.68846634940923,0,0.0981128172433414,0,0.639971199794659,0,0.220741109620162,0.0297869807727172,0,12,1.17545065764066,0.001,0,0,1.67192883237854,0,0.386509929862716,0,0.0481651815758215,0,0,0.0234855364075303,0,8,0.895989175318373,0.001,0.5,0.5,0,-6274.82467373624,-4618.11563150427,-1656.70904223197
