names,median,mean,lower95_CrI,upper95_CrI,ess,Rhat point estimate,Rhat upper CI
boost_long,1.48240946327754,1.4849681299155677,1.26706070852901,1.7171977329182209,782.7981899910907,1.0027554123138043,1.0098839396317603
boost_short,4.47235420949076,4.46901054542339,4.16611272220564,4.78116601225637,569.654330043117,1.0248493138584829,1.0746224849100923
antigenic_seniority,0.0596557477678172,0.058474917153326506,0.0082680376027117,0.1034502559534366,685.9925787093778,1.0119840380681808,1.0399615653295275
wane_short,0.498185540496996,0.4980183850532042,0.44244598376158767,0.5575928503630125,1076.3518428605041,1.0007677208191823,1.0078837699664998
cr_long,1.52674147585113,1.523238307239186,1.024816946319857,1.960122422178039,503.73117125211434,1.0209069237217974,1.0612169452698712
cr_short,0.0130291864696305,0.01268998398527396,0.0012823917002970462,0.023743055130573006,616.3202565033546,1.023359502911803,1.0703558441746939
obs_sd,1.12077493263272,1.1227130217688883,1.0777341709786101,1.1749143823798038,917.3182473562836,1.003008905248958,1.0118869923238254
boost_short.1,1.75890478729629,1.7606512450835685,1.626863297298846,1.895986126376165,756.0212629824978,1.0221754302999257,1.0648314490253428
antigenic_seniority.1,0.422824223109851,0.42304624205552027,0.3575935859183816,0.4888879916672494,856.5812466196099,1.0082668817683704,1.0285377053202605
wane_short.1,0.0880422200145492,0.08810817127648475,0.059284899452629464,0.11845905593742499,909.9034747661718,1.001643461522985,1.0123341432132502
cr_short.1,0.0174271954045555,0.017530053333863174,0.006280232757785726,0.029888155998585318,1004.9999999999999,1.0038279160197228,1.0129609009911331
obs_sd.1,0.880757025214888,0.8816915757662322,0.8474803571102512,0.9184680890377678,1005.0000000000005,1.0066597954066034,1.0231934688548017
total_infections,685,684.7532338308457,649,720,827.0270203380594,1.0125386273320616,1.0406519148661963
