samp_no,biomarker_group,name,value,name_key,biomarker_group_label,label,min_value,max_value
721876,1,boost_short,1.6510750460486519,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
890120,1,boost_short,1.809062030438704,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
416752,1,boost_short,1.5841758655417157,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
176308,1,boost_short,2.053721705271514,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
650585,1,boost_short,1.9093569719445351,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
87572,1,boost_short,1.8638325093813295,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
67471,1,boost_short,1.6010375690368406,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
233869,1,boost_short,2.2588277780227264,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
284753,1,boost_short,1.9385960792881929,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
372727,1,boost_short,1.5892996779928115,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
509738,2,boost_short,1.9658342942798626,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
940140,1,boost_short,2.280982915428347,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
229741,1,boost_short,1.7669975784308294,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
904239,2,boost_short,1.7688326074552922,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
984007,1,boost_short,2.074854156060892,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
572609,1,boost_short,1.9053231439478497,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
989166,1,boost_short,2.030904193707946,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
729425,2,boost_short,2.0773960915201517,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
781065,1,boost_short,1.7657638925004377,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
427402,1,boost_short,1.69509862984684,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
729280,1,boost_short,1.752039749574816,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
780173,2,boost_short,2.002171402776274,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
649552,1,boost_short,1.60546615669367,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
348264,1,boost_short,1.6123803836052983,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
660885,1,boost_short,2.233504335163113,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
848693,2,boost_short,1.6546333248511504,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
467431,1,boost_short,2.2753448418648032,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
742457,1,boost_short,2.279155702273868,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
415086,2,boost_short,1.6234875409378238,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
542274,2,boost_short,1.798157947013234,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
435446,1,boost_short,1.9844565805346943,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
993998,1,boost_short,2.2714540775873315,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
450923,2,boost_short,1.816776999009077,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
976610,1,boost_short,1.6839030391586227,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
255980,1,boost_short,1.5668009516981025,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
847844,1,boost_short,1.8703395730655417,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
661758,1,boost_short,1.7067199136405868,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
55852,1,boost_short,1.8956734366274497,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
805209,2,boost_short,2.063375149028891,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
597876,1,boost_short,1.8147392596542522,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
192130,2,boost_short,1.815981152652731,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
367302,2,boost_short,2.050999236135627,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
502037,2,boost_short,2.0062678418987074,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
194429,2,boost_short,1.7688018054304833,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
916888,1,boost_short,2.2603729216342323,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
653066,2,boost_short,1.5696203166170661,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
29827,1,boost_short,1.7316067665581414,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
226785,1,boost_short,1.5938108712711607,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
888435,2,boost_short,1.6358922466659156,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
247600,1,boost_short,1.9539623150971657,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
31214,1,boost_short,1.760094293698134,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
875215,1,boost_short,1.8681046409817013,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
510385,2,boost_short,1.5690901717453616,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
145692,1,boost_short,1.5476983186730806,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
561630,1,boost_short,1.5613769007744875,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
928177,2,boost_short,2.2550588099757913,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
288855,1,boost_short,1.914556522215943,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
692399,1,boost_short,1.551906079987875,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
401036,1,boost_short,2.107173695847587,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
836179,2,boost_short,2.028088578149917,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
23115,1,boost_short,2.091125350533206,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
502538,1,boost_short,2.0970514656342094,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
232628,1,boost_short,1.6939515125787925,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
272818,1,boost_short,2.0368588485148593,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
745712,1,boost_short,1.9640017021689928,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
656484,1,boost_short,2.2792875329283366,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
683609,2,boost_short,1.6802521465161466,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
321277,1,boost_short,2.0797159062510935,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
766829,1,boost_short,1.708391871883234,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
930233,1,boost_short,1.5808587518094743,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
495778,1,boost_short,1.9940757601735044,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
386693,2,boost_short,1.9831493834710034,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
509939,1,boost_short,1.7930239682183722,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
486208,1,boost_short,1.656752330204979,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
6463,1,boost_short,1.7447977538595483,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
203181,2,boost_short,2.010308906797022,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
4753,1,boost_short,2.280764753351976,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
268685,2,boost_short,1.816511664779992,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
632934,1,boost_short,1.7637756317746502,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
79055,1,boost_short,1.7408658171146423,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
537929,1,boost_short,1.6893844190191305,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
32967,2,boost_short,1.822279850043078,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
58115,1,boost_short,2.238325729139833,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
544771,1,boost_short,2.156328462766084,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
550331,1,boost_short,1.9350897139169796,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
109668,1,boost_short,1.691824258572179,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
110826,1,boost_short,1.7017689019856157,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
278336,1,boost_short,1.7151925413602391,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
537616,2,boost_short,2.19515698578431,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
581170,2,boost_short,2.0494871749167434,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
876839,1,boost_short,2.0741293087376715,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
496237,1,boost_short,2.0210762356937586,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
841369,1,boost_short,1.9291026406977874,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
34674,1,boost_short,2.188158491559307,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
879440,1,boost_short,1.5749329125750706,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
879442,1,boost_short,1.6967438447579928,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
496697,2,boost_short,1.935836371160966,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
348171,1,boost_short,1.8297442239626807,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
85337,2,boost_short,2.06527170106367,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
507603,2,boost_short,1.570833437133172,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
340386,1,boost_short,2.2325375180010916,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
482952,2,boost_short,1.7390042877718128,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
171487,2,boost_short,1.9702683989067424,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
853841,1,boost_short,1.782085527360351,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
937902,1,boost_short,2.1233430607671298,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
106994,2,boost_short,2.2417621657627707,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
109839,1,boost_short,2.076144651831323,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
550245,1,boost_short,1.5777100571090206,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
686171,1,boost_short,1.6149650723635725,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
866736,2,boost_short,2.2046919296765184,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
755885,2,boost_short,2.1314094581675955,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
877129,2,boost_short,1.934557733473623,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
422222,2,boost_short,1.7736873863057856,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
486276,2,boost_short,1.5533112378093308,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
612223,1,boost_short,1.745004729698764,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
29755,2,boost_short,1.5610990160058817,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
69561,2,boost_short,1.59768593187558,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
324570,2,boost_short,2.1005535755678824,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
820366,1,boost_short,2.2640413620658992,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
476715,1,boost_short,1.9828005695111544,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
427294,1,boost_short,2.0773751662101447,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
335926,1,boost_short,1.8663728865231475,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
762228,2,boost_short,1.7514266472934685,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
747110,1,boost_short,1.6531455899034395,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
305365,1,boost_short,1.924744415663803,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
818110,1,boost_short,1.8671969336757177,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
822263,1,boost_short,1.6148715316348619,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
125017,1,boost_short,1.9423561939213332,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
843990,2,boost_short,2.2249694691799187,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
242417,1,boost_short,2.112030827447213,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
263116,1,boost_short,1.872795604593706,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
97290,1,boost_short,1.9038182749815813,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
869959,1,boost_short,1.7336734878505078,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
878869,1,boost_short,2.0265904201505633,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
6820,2,boost_short,1.8072024691887656,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
958001,1,boost_short,2.149346083643114,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
145714,1,boost_short,1.5708766702742658,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
990669,1,boost_short,1.5415893904148132,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
106370,1,boost_short,1.6300237325348532,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
591063,2,boost_short,2.1086596911993416,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
891544,1,boost_short,1.6225230137574937,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
561162,2,boost_short,1.8102525480086404,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
292964,2,boost_short,1.8371519381053814,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
853966,1,boost_short,2.28291731981795,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
347049,2,boost_short,2.295725658357931,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
151131,2,boost_short,1.7577733501796207,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
742253,1,boost_short,2.1337413211526384,Transient boost,Avidity,"Transient boost
(Avidity)",1.7112300535171,2.08724714305872
