sample_time,biomarker_id,mean_titre1,lower,upper,strain
2001,2002,0,0,0,FH-2002
2001,2006,0,0,0,DH-2006
2001,2009,0,0,0,NO-2009
2001,2012,0,0,0,SY-2012
2002,2002,0.012604437213499247,0,0.03883883795171142,FH-2002
2002,2006,0.009840858583025703,0,0.02873567694778856,DH-2006
2002,2009,0.00997332268059912,0,0.029145247945549423,NO-2009
2002,2012,0.009832505833131555,0,0.02873154746073381,SY-2012
2003,2002,0.14923667351235007,0.0737558298894307,0.2089082480057647,FH-2002
2003,2006,0.06738294949220427,0.028159369225913448,0.10117540371416435,DH-2006
2003,2009,0.06913072578859322,0.028323581585694955,0.10476304805716191,NO-2009
2003,2012,0.06781300042909565,0.028204175702043057,0.10307253732520029,SY-2012
2004,2002,0.21184123637249228,0.14224297308207517,0.27539552402755557,FH-2002
2004,2006,0.09426626232951511,0.045154824101617516,0.1484273503807975,DH-2006
2004,2009,0.09698310589651525,0.047833393691255326,0.15514197553461803,NO-2009
2004,2012,0.09438587611965445,0.04519055836421438,0.14872364744803632,SY-2012
2005,2002,0.1806373365955038,0.10235140778969164,0.2552164282795258,FH-2002
2005,2006,0.06395433144226072,0.017203458531647634,0.12052691794309124,DH-2006
2005,2009,0.06598038581418833,0.017305414273013763,0.12090815354454637,NO-2009
2005,2012,0.06354751714307519,0.017119909810533067,0.12013167406956943,SY-2012
2006,2002,0.24216188509610115,0.17895627727165753,0.29890716977868403,FH-2002
2006,2006,0.12431239175796098,0.066307175276502,0.19473469444566452,DH-2006
2006,2009,0.1255084486581486,0.07084746310689743,0.19378754638836948,NO-2009
2006,2012,0.12244767223510171,0.0652336348879507,0.1911862593050621,SY-2012
2007,2002,0.16924773051622372,0.11530309281255972,0.23784856205810703,FH-2002
2007,2006,0.11554115923567768,0.06025427726268913,0.17751014559175243,DH-2006
2007,2009,0.056224419837289166,0.026475392193564422,0.09451281676315433,NO-2009
2007,2012,0.055789954937798,0.026501154109459475,0.08720814581078523,SY-2012
2008,2002,0.4332903808281444,0.3511701978176087,0.5144900566729833,FH-2002
2008,2006,0.4890768821322821,0.4107590439510111,0.5694098240043155,DH-2006
2008,2009,0.34949840155572887,0.27347252623406393,0.4300998492863387,NO-2009
2008,2012,0.34388265839607524,0.26031453570287877,0.42932031550912225,SY-2012
2009,2002,0.3533287399293066,0.28693034080240976,0.42155596138101276,FH-2002
2009,2006,0.414812791859831,0.3297224777467168,0.5347936252033904,DH-2006
2009,2009,0.391926866171175,0.29943489755790065,0.5286146892765305,NO-2009
2009,2012,0.3102892996338965,0.2225117579589892,0.44010664881143613,SY-2012
2010,2002,0.45330924582841425,0.3676265761179557,0.5305686205964085,FH-2002
2010,2006,0.511760816413114,0.41736253012481817,0.6309313092107469,DH-2006
2010,2009,0.8662538979463488,0.7272382978466592,1.0561035645181642,NO-2009
2010,2012,0.4726645660560438,0.3337922552240505,0.7146150969724143,SY-2012
2011,2002,0.30411637416896703,0.24885862984889326,0.3661720303914523,FH-2002
2011,2006,0.3656426976279962,0.25458209709843466,0.551003964868733,DH-2006
2011,2009,0.860395261473149,0.6860127340391803,1.153380270026973,NO-2009
2011,2012,0.41197813618670837,0.2356639685741299,0.7771368852030858,SY-2012
2012,2002,0.1902744934475053,0.13481360257854674,0.2542980586992396,FH-2002
2012,2006,0.2523404156249494,0.13135069116594916,0.4830535099236988,DH-2006
2012,2009,0.7769489926095239,0.5771113032873526,1.1373951866242467,NO-2009
2012,2012,0.3531809546160618,0.15548427658902625,0.7693214213454359,SY-2012
2001,2001,0,0,0,"Matched to 
circulating virus"
2002,2002,0.012604437213499247,0,0.03883883795171142,"Matched to 
circulating virus"
2003,2003,0.09997529722698086,0.05161866418258646,0.13777369511627635,"Matched to 
circulating virus"
2004,2004,0.1357734325184731,0.07341150137014175,0.2018894016727551,"Matched to 
circulating virus"
2005,2005,0.06297544569501909,0.01701547527920013,0.11948913255315781,"Matched to 
circulating virus"
2006,2006,0.12431239175796098,0.066307175276502,0.19473469444566452,"Matched to 
circulating virus"
2007,2007,0.07696438653568265,0.036321961648371925,0.13110193887784544,"Matched to 
circulating virus"
2008,2008,0.4991860767042762,0.4133178163079208,0.5942175189377868,"Matched to 
circulating virus"
2009,2009,0.391926866171175,0.29943489755790065,0.5286146892765305,"Matched to 
circulating virus"
2010,2010,0.7725827655446967,0.6206498074094892,0.9780807109482336,"Matched to 
circulating virus"
2011,2011,0.628172599891935,0.4002828760822911,0.9760249740968155,"Matched to 
circulating virus"
2012,2012,0.3531809546160618,0.15548427658902625,0.7693214213454359,"Matched to 
circulating virus"
