samp_no,chain_no,names_new,est,names,values,biomarker_group,biomarker_group_label,run_name,map,name_key,label
301001,1,boost_long,1.45930160805114,boost_long,1.5,1,IC50,both_kendra,kendra,Long-term boost,"Long-term boost
(IC50)"
301001,1,boost_short,3.95754646664606,boost_short,2,1,IC50,both_kendra,kendra,Transient boost,"Transient boost
(IC50)"
301001,1,antigenic_seniority,0.0419822712129458,antigenic_seniority,0.05,1,IC50,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(IC50)"
301001,1,wane_short,0.562221024766,wane_short,0.25,1,IC50,both_kendra,kendra,Transient waning rate,"Transient waning rate
(IC50)"
301001,1,cr_long,0.360663445317219,cr_long,0.1,1,IC50,both_kendra,kendra,Long-term cross-reactivity gradient,"Long-term cross-reactivity gradient
(IC50)"
301001,1,cr_short,0.0266509240802255,cr_short,0.03,1,IC50,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(IC50)"
301001,1,obs_sd,1.08991011759993,obs_sd,1,1,IC50,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(IC50)"
301001,1,boost_short.1,1.65159777909747,boost_short,2,2,Avidity,both_kendra,kendra,Transient boost,"Transient boost
(Avidity)"
301001,1,antigenic_seniority.1,0.346229220723292,antigenic_seniority,0.05,2,Avidity,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(Avidity)"
301001,1,wane_short.1,0.0964716727394896,wane_short,0.25,2,Avidity,both_kendra,kendra,Transient waning rate,"Transient waning rate
(Avidity)"
301001,1,cr_short.1,0.0162038415607368,cr_short,0.03,2,Avidity,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(Avidity)"
301001,1,obs_sd.1,0.890289669732153,obs_sd,1,2,Avidity,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(Avidity)"
301001,2,boost_long,1.98451865232191,boost_long,1.5,1,IC50,both_kendra,kendra,Long-term boost,"Long-term boost
(IC50)"
301001,2,boost_short,3.99955851217259,boost_short,2,1,IC50,both_kendra,kendra,Transient boost,"Transient boost
(IC50)"
301001,2,antigenic_seniority,0.0905481273729247,antigenic_seniority,0.05,1,IC50,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(IC50)"
301001,2,wane_short,0.599147385692958,wane_short,0.25,1,IC50,both_kendra,kendra,Transient waning rate,"Transient waning rate
(IC50)"
301001,2,cr_long,0.425331831430251,cr_long,0.1,1,IC50,both_kendra,kendra,Long-term cross-reactivity gradient,"Long-term cross-reactivity gradient
(IC50)"
301001,2,cr_short,0.0100927637041417,cr_short,0.03,1,IC50,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(IC50)"
301001,2,obs_sd,1.12143218566273,obs_sd,1,1,IC50,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(IC50)"
301001,2,boost_short.1,1.61774238571798,boost_short,2,2,Avidity,both_kendra,kendra,Transient boost,"Transient boost
(Avidity)"
301001,2,antigenic_seniority.1,0.339102144002252,antigenic_seniority,0.05,2,Avidity,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(Avidity)"
301001,2,wane_short.1,0.0789707219931417,wane_short,0.25,2,Avidity,both_kendra,kendra,Transient waning rate,"Transient waning rate
(Avidity)"
301001,2,cr_short.1,0.0163271335373079,cr_short,0.03,2,Avidity,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(Avidity)"
301001,2,obs_sd.1,0.847814881181644,obs_sd,1,2,Avidity,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(Avidity)"
301001,3,boost_long,1.62069164890391,boost_long,1.5,1,IC50,both_kendra,kendra,Long-term boost,"Long-term boost
(IC50)"
301001,3,boost_short,4.03786755997194,boost_short,2,1,IC50,both_kendra,kendra,Transient boost,"Transient boost
(IC50)"
301001,3,antigenic_seniority,0.0567741051941589,antigenic_seniority,0.05,1,IC50,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(IC50)"
301001,3,wane_short,0.611156789009253,wane_short,0.25,1,IC50,both_kendra,kendra,Transient waning rate,"Transient waning rate
(IC50)"
301001,3,cr_long,0.307054795676945,cr_long,0.1,1,IC50,both_kendra,kendra,Long-term cross-reactivity gradient,"Long-term cross-reactivity gradient
(IC50)"
301001,3,cr_short,0.0258426237040475,cr_short,0.03,1,IC50,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(IC50)"
301001,3,obs_sd,1.12709906531738,obs_sd,1,1,IC50,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(IC50)"
301001,3,boost_short.1,1.64237647792731,boost_short,2,2,Avidity,both_kendra,kendra,Transient boost,"Transient boost
(Avidity)"
301001,3,antigenic_seniority.1,0.405483234192749,antigenic_seniority,0.05,2,Avidity,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(Avidity)"
301001,3,wane_short.1,0.0701442536845738,wane_short,0.25,2,Avidity,both_kendra,kendra,Transient waning rate,"Transient waning rate
(Avidity)"
301001,3,cr_short.1,0.0156530365237798,cr_short,0.03,2,Avidity,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(Avidity)"
301001,3,obs_sd.1,0.872788776999908,obs_sd,1,2,Avidity,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(Avidity)"
301001,4,boost_long,1.72347018862317,boost_long,1.5,1,IC50,both_kendra,kendra,Long-term boost,"Long-term boost
(IC50)"
301001,4,boost_short,4.27257817026413,boost_short,2,1,IC50,both_kendra,kendra,Transient boost,"Transient boost
(IC50)"
301001,4,antigenic_seniority,0.0526663352645662,antigenic_seniority,0.05,1,IC50,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(IC50)"
301001,4,wane_short,0.542063586682885,wane_short,0.25,1,IC50,both_kendra,kendra,Transient waning rate,"Transient waning rate
(IC50)"
301001,4,cr_long,0.525650055169291,cr_long,0.1,1,IC50,both_kendra,kendra,Long-term cross-reactivity gradient,"Long-term cross-reactivity gradient
(IC50)"
301001,4,cr_short,0.0192881664099943,cr_short,0.03,1,IC50,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(IC50)"
301001,4,obs_sd,1.17339339206458,obs_sd,1,1,IC50,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(IC50)"
301001,4,boost_short.1,1.75862640793446,boost_short,2,2,Avidity,both_kendra,kendra,Transient boost,"Transient boost
(Avidity)"
301001,4,antigenic_seniority.1,0.415480106415833,antigenic_seniority,0.05,2,Avidity,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(Avidity)"
301001,4,wane_short.1,0.0824707466935459,wane_short,0.25,2,Avidity,both_kendra,kendra,Transient waning rate,"Transient waning rate
(Avidity)"
301001,4,cr_short.1,0.0161297501632826,cr_short,0.03,2,Avidity,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(Avidity)"
301001,4,obs_sd.1,0.869294109439495,obs_sd,1,2,Avidity,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(Avidity)"
301001,5,boost_long,1.96795663344419,boost_long,1.5,1,IC50,both_kendra,kendra,Long-term boost,"Long-term boost
(IC50)"
301001,5,boost_short,3.74696116192898,boost_short,2,1,IC50,both_kendra,kendra,Transient boost,"Transient boost
(IC50)"
301001,5,antigenic_seniority,0.0202547408388334,antigenic_seniority,0.05,1,IC50,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(IC50)"
301001,5,wane_short,0.618972927216556,wane_short,0.25,1,IC50,both_kendra,kendra,Transient waning rate,"Transient waning rate
(IC50)"
301001,5,cr_long,0.381340339053984,cr_long,0.1,1,IC50,both_kendra,kendra,Long-term cross-reactivity gradient,"Long-term cross-reactivity gradient
(IC50)"
301001,5,cr_short,0.00285082481000503,cr_short,0.03,1,IC50,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(IC50)"
301001,5,obs_sd,1.11606138177101,obs_sd,1,1,IC50,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(IC50)"
301001,5,boost_short.1,1.64222591335381,boost_short,2,2,Avidity,both_kendra,kendra,Transient boost,"Transient boost
(Avidity)"
301001,5,antigenic_seniority.1,0.39727491049561,antigenic_seniority,0.05,2,Avidity,both_kendra,kendra,Antigenic seniority parameter,"Antigenic seniority parameter
(Avidity)"
301001,5,wane_short.1,0.074374967158841,wane_short,0.25,2,Avidity,both_kendra,kendra,Transient waning rate,"Transient waning rate
(Avidity)"
301001,5,cr_short.1,0.010276574295219,cr_short,0.03,2,Avidity,both_kendra,kendra,Transient cross-reactivity gradient,"Transient cross-reactivity gradient
(Avidity)"
301001,5,obs_sd.1,0.888357567198442,obs_sd,1,2,Avidity,both_kendra,kendra,Observation error (standard deviation),"Observation error (standard deviation)
(Avidity)"
304501,1,boost_long,1.11349782485552,boost_long,1.5,1,IC50,both_kendra,kendra,Long-term boost,"Long-term boost
(IC50)"
304501,1,boost_short,4.28465770379578,boost_short,2,1,IC50,both_kendra,kendra,Transient boost,"Transient boost
(IC50)"
